"{I}r	ir
"{W}az	waz
mu⸗⸗ſen	muosen
mv	müeje
mv[..]	--
mvche	--
mvchte	mohte
mvcken	[!!]
mvd	müede
mvde	müede
mvdekeit	[!!]
mvden	müeden
mvder	muoter
mvderlicher	[!!]
mvdin	müeden
mvdir	muoter
mve	müeje
mvedoͤrn	müedorne
mven	müejen
mvende	müejente
mvet	müejet
mvet͛	muoter
mvez	muoz
mvezen	müezen
mveſe	müeze
mvg	mügen
mvg;	müget
mvge	müge
mvgelich	mügelich
mvgeliche	[!!]
mvgen	mügen
mvgende;	[!!]
mvgent	mügent
mvget	müget
mvgeſt	mügest
mvgē	mügen
mvgeⁿ	mügen
mvgi	mügen
mvgin	mügen
mvgint	mügent
mvgit	müget
mvgiſt	mügest
mvglich	mügelich
mvgt	müget
mvgín	--
mvgínt	[!!]
mvkken	[!!]
mvl	müll
mvle	mülle
mvlen	müllen
mvlenrat	mülenrat
mvlet	müllet
mvlich	müelich
mvliche	müelîche
mvlichē	müelîchen
mvliervm	--
mvlmetzē	mülemetzen
mvlner	mülenær
mvlnerē	mülenæren
mvlta	multa
mvltos	multos
mvlí	müle
mvlína	--
mvl⸗ta	multa
mvme	muome
mvmin	muomen
mvn	mügen
mvnch	münich
mvnche	müniche
mvnchen	münichen
mvnches	müniches
mvnchten	münichten
mvnd	munde
mvnde	munde
mvndel	mündelîn
mvndeſ	mundes
mvndi	mundi
mvndum	--
mvnd͛	[!!]
mvndᵉ	munde
mvndᵉſ	mundes
mvneche	--
mvnechin	--
mvnechiſ	--
mvnechín	--
mvnich	[!!]
mvniche	müniche
mvnichen	münichen
mvnichē	münichen
mvnichs	müniches
mvnih	[!!]
mvnt	munt
mvnt;	munt
mvnt?	[!!]
mvnter	munder
mvntman	muntman
mvntwaſ	--
mvntſchal	muntschal
mvnze	münze
mvnzmaiſter	münzmeister
mvnzmaiſters	münzmeisters
mvnzmeiſter	münzmeister
mvnzmeiſters	münzmeisters
mvnzmeiſt͛	münzmeister
mvnzze	münze
mvnz⸗maiſter	münzmeister
mvních	münich
mvnſt	[!!]
mvnſte	[!!]
mvnſter	münster
mvnſters	münsters
mvnſt͛	münster
mvnſt͛e	münstere
mvn⸗de	munde
mvot	muot
mvoter	muoter
mvoz	muoz
mvr	mûr
mvre	mûre
mvren	mûren
mvrē	mûren
mvrin	mûren
mvriniv	mûrîniu
mvrmel	[!!]
mvrmelen	[!!]
mvrmelendᵉ	[!!]
mvrmelent	[!!]
mvrmelnſ	murmelenes
mvrmelot	[!!]
mvrmeloten	murmeleten
mvrmelt	murmelt
mvrmelten	murmelten
mvrmeltē	murmelten
mvrmelvnge	murmelunge
mvrmeret	[!!]
mvrmern	murmern
mvrm͛en	murmelen
mvrm͛vndes	[!!]
mvrm͛vnge	[!!]
mvro	mûre
mvrſteinen	mûrsteinen
mvs	--
mvsas	Musas
mvse	müese
mvst	muost
mvste	muoste
mvsten	muosten
mvstē	muosten
mvt	muot
mvte	muote
mvten	muoten
mvtenne	[!!]
mvter	muoter
mvterbarn	muoterbarn
mvtere	muotere
mvterliche	muoterlîche
mvterlicher	muoterlîcher
mvterliches	muoterlîches
mvterlichez	muoterlîches
mvtes	muotes
mvtet	muotet
mvteſ	muotes
mvteˢ	muotes
mvtē	muoten
mvththe	mohte
mvti	muote
mvtin	müeten
mvtt	mütte
mvtte	mütte
mvtt͛	muoter
mvtwille	muotwille
mvtwillic	muotwillic
mvtwillích	muotwillic
mvt͛	muoter
mvt͛barn	muoterbarn
mvt͛halben	muoterhalben
mvt͛svn	muotersun
mvwet	müejet
mvwete	müejete
mvweten	müejeten
mvwēt	[!!]
mvwit	müejet
mvz	muoz
mvzchlich	muozlich
mvze	müeze
mvzec	[!!]
mvzechlichen	müeziclîchen
mvzeg͛	[!!]
mvzelich	--
mvzeliche	--
mvzen	müezen
mvzent	müezent
mvzet	müezet
mvzē	müezen
mvzhavs	muoshûs
mvzic	--
mvzich	[!!]
mvzicheit	müezicheit
mvzicheít	müezicheit
mvzin	müezen
mvzint	müezent
mvzkorbe	mûzkorbe
mvzlich	--
mvzlih	muozlich
mvzt	müezet
mvzz	muoz
mvzze	müeze
mvzzech	müezic
mvzzegange	muozgange
mvzzen	müezen
mvzzent	mûzent
mvzzerhabech	mûzerhabech
mvzzet	müezet
mvzzeſt	müezest
mvzzē	müezen
mvzzich	müezic
mvzzigiv	[!!]
mvzzig͛	müeziger
mvzzin	müezen
mvêzen	müezen
mvſ	muose
mvſe	muose
mvſen	muosen
mvſenſ	[!!]
mvſhcat	muscât
mvſicam	musicam
mvſin	muosen
mvſt	muost
mvſte	muoste
mvſten	muosten
mvſtes	muostes
mvſtē	muosten
mvſín	--
mvſſe	müeze
mvſſen	müezen
mvſſes	müezest
mvſſet	müezet
mvſ⸗t	muost
mv̂e	müeje
mv̂en	müejen
mv̂et	müejet
mv̂ez	muoz
mv̂ezen	müezen
mv̂ezē	müezen
mv̂e⸗ſe	müeze
mv̂ge	mügen
mv̂gen	mügen
mv̂get	müget
mv̂len	müllen
mv̂líche	müelîche
mv̂nt	munt
mv̂s	[!!]
mv̂t	muot
mv̂te	muote
mv̂ter	muoter
mv̂teſ	muotes
mv̂t͛	muoter
mv̂z	muoz
mv̂ze	müeze
mv̂zen	müezen
mv̂zē	müezen
mv̂zliche	muozlîche
mv̂zlîch	muozlich
mv̂ſe	muose
mv̂ſen	muosen
mv̂ſet	muoset
mv̂ſhv̂s	muoshûs
mv̂ſhv̂ſ	muoshûs
mv̂ſhv̂ſes	muoshûses
mv̄d	munde
mv̄de	munde
mv̄dᵉ	munde
mv̄men	muomen
mv̄t	munt
mv̄ſt͛	münster
mv̄⸗de	munde
mv̇zzen	müezen
mvͤ	[!!]
mvͤd	müede
mvͤde	müede
mvͤdem	müedem
mvͤden	müeden
mvͤdev	müediu
mvͤdiv	müediu
mvͤdᵉ	müede
mvͤg	müge
mvͤge	müge
mvͤgen	mügen
mvͤgent	mügent
mvͤget	müget
mvͤglich	mügelich
mvͤgt	müget
mvͤl	müle
mvͤlich	müelîche
mvͤlſtein	mülestein
mvͤlſteíne	mülesteine
mvͤniche	müniche
mvͤnze	münze
mvͤnzmaiſter	münzmeister
mvͤnzmaiſters	münzmeisters
mvͤr	mûr
mvͤrick	murc
mvͤrmelt	murmelt
mvͤrmens	[!!]
mvͤrſteínn	mûrsteinen
mvͤs	muose
mvͤt	müejet
mvͤte	müejete
mvͤten	müejeten
mvͤter	muoter
mvͤtereín	müeterîn
mvͤterliches	muoterlîches
mvͤterlí⸗ches	[!!]
mvͤtes	muotes
mvͤt͛	muoter
mvͤz	muoz
mvͤze	müeze
mvͤzeg͛	müezigær
mvͤzen	müezen
mvͤzent	müezent
mvͤzet	müezet
mvͤzz	müeze
mvͤzze	müeze
mvͤzzen	müezen
mvͤzzet	müezet
mvͤzzē	müezen
mvͤſ	müese
mvͤſcatoͤbz	muscâtobez
mvͤſe	müese
mvͤſen	muosen
mvͤſet	müeste
mvͤſiſt	muosest
mvͤſt	muoste
mvͤſte	muoste
mvͤſten	muosten
mvͤſtis	muostes
mvͤſſen	müezen
mvͤ⸗de	müede
mvͤ⸗ge	[!!]
mvͤ⸗get	meget
mvͤ⸗zen	[!!]
mvͥg	müge
mvͥge	müge
mvͥli	müle
mvͥlí	müle
mvͥzeg͛;	müezigær
mvͥzekeít	müezicheit
mvͥzen	[!!]
mvͥzich	müezic
mvͦ	müeje
mvͦ-⸗zen	münzen
mvͦ[...]	--
mvͦ\&1hen	müezen
mvͦde	müede
mvͦdech	müedic
mvͦdei	muodei
mvͦder	muoter
mvͦdit	muotet
mvͦe	müeje
mvͦent	müejent
mvͦet	müejet
mvͦete	müejete
mvͦeter	muoter
mvͦetir	muoter
mvͦet͛	muoter
mvͦez	muoz
mvͦezin	müezen
mvͦezleich	[!!]
mvͦezt	müeste
mvͦezzen	müezen
mvͦeſe	müese
mvͦeſi	müese
mvͦge	müge
mvͦgen	mügen
mvͦgent	mugent
mvͦget	müget
mvͦgeſt	mügest
mvͦgē	mügen
mvͦgit	müget
mvͦglich	mügelich
mvͦgín	mügen
mvͦgínt	[!!]
mvͦht	muote
mvͦhtē	muoten
mvͦl	müll
mvͦle	mûle
mvͦlich	müelich
mvͦlicheit	müelîchheit
mvͦlicher	müelîcher
mvͦme	muome
mvͦmen	muomen
mvͦnde	munde
mvͦndes	mundes
mvͦneche	[!!]
mvͦnt	munt
mvͦnſe	münze
mvͦre	mûre
mvͦren	mûren
mvͦrmel	[!!]
mvͦrmelent	[!!]
mvͦs	muose
mvͦt	muot
mvͦt;	[!!]
mvͦte	muote
mvͦten	muoten
mvͦter	muoter
mvͦterlichen	muoterlîchen
mvͦterliches	muoterlîches
mvͦterlíches	[!!]
mvͦterlín	müeterlîn
mvͦtes	muotes
mvͦtet	muotet
mvͦteſ	muotes
mvͦteſt	muotest
mvͦtik	muotic
mvͦtir	muoter
mvͦtire	muotere
mvͦtiſ	muotes
mvͦtueſte	muotveste
mvͦtwillen	muotwillen
mvͦtwillun	muotwillen
mvͦtwíllen	muotwillen
mvͦt͛	muoter
mvͦt͛halp	muoterhalben
mvͦwet	[!!]
mvͦwete	müejete
mvͦweten	müejeten
mvͦweſ	müejes
mvͦwicheit	müejicheit
mvͦwit	müewet
mvͦz	muoz
mvͦze	müeze
mvͦzen	müezen
mvͦzent	[!!]
mvͦzet	müezet
mvͦzē	müezen
mvͦzic	[!!]
mvͦzich	müezic
mvͦzicheite	[!!]
mvͦziger	müeziger
mvͦzigiv	müezigiu
mvͦzin	müezen
mvͦzit	müezet
mvͦzlic	muozlich
mvͦzlich	[!!]
mvͦzliche	[!!]
mvͦzze	müezen
mvͦzzen	müezen
mvͦzzet	müezet
mvͦzzeſt	müezest
mvͦzzē	müezen
mvͦzzich	müezic
mvͦzziger	müeziger
mvͦzzin	müezen
mvͦzzit	müezet
mvͦzínt	müezent
mvͦz⸗lich	[!!]
mvͦſ	muose
mvͦſe	muose
mvͦſen	muosen
mvͦſigen	müezigen
mvͦſt	muost
mvͦſte	muoste
mvͦſten	muosten
mvͦſſe	müeze
mvͦ̄t	munt
mvͦ⸗de	müede
mvͦ⸗ter	muoter
mvͦ⸗teſt	muotest
mvͦ⸗t͛lich͛	muoterlîcher
mv⸗der	muoter
mv⸗gen	mügen
mv⸗get	müget
mv⸗gin	mügen
mv⸗gint	müejent
mv⸗ter	muoter
mv⸗terlíches	[!!]
mv⸗zin	müezen
mv⸗ſe	muose
mwde	müede
mwzen	müezen
my	--
mychael	Michahêl
mychele	Michele
mychels	michels
mychil	Michael
mychile	Michaele
mydde	mite
myde	mite
myent	meinet
myfiboſet	Mifiboset
mygent	mügent
myit	mit
mylde	[!!]
myle	[!!]
mylwen	[!!]
myme	mîneme
myn	mîn
mynde	minnete
myne	mîne
mynech	[!!]
mynen	mînen
myner	mîner
mynes	mînes
mynē	mînen
mynis	mînes
mynlicheit	minnelîchheit
mynne	minne
mynneclich	minniclich
mynnelois	minnelôs
mynnen	minnen
mynnenclichen	minninclîchen
mynnenclicher	minninclîcher
mynnent	minnent
mynnentzeichen	minnenzeichen
mynnenwerck	minnenwerc
mynner	minner
mynnē	minnen
mynnēt	minnent
mynre	mînere
mynren	minneren
mynt	minnet
mynzenberc	Minzenberc
mynſ	mînes
mynſche	mennische
mynſchen	mennischen
mynſte	minneste
mynſten	minnesten
mynſtē	minnesten
myr	mir
myrkē	merken
myrre	mirre
myrren	mirren
myt	mit
mytten	mitten
mytternacht	mitternaht
myzahel	Mizahel
myzſpreyge	missespræche
myſach	Misach
myſahel	Misahel
myſaheln	Misahel
myſtroiſt	missetrôst
myſſe	messe
myſſedat	missetât
myſſedede	missetæte
myſſehagit	[!!]
mȳ	mîn
mȳne	minne
mȳnen	minnen
mȳnenw͛ck	minnenwerc
mȳner	minnær
mȳnē	minnen
mȳre	minnere
mȳ⸗nen	minnen
mẏrren	mirren
my⸗me	mîneme
mác	mac
máchan	machen
máche	mache
máchen	machen
máchent	machent
máchet	machet
mácheſt	machest
máchon	machen
máchot	machet
máchoſt	machest
máchunga	machunge
mác⸗hent	machent
mág	mac
mágdalena	Magdalena
mágede	megede
máginkrefte	magenkrefte
máhchet	machet
máhelta	mahelte
máheltáge	maheltage
máhiltáge	maheltage
máht	maht
máhtig:	mehtic
máhtigen	mehtigen
mák	mac
mámminti	mammende
mán	man
mán&a	manete
mándunga	mandunge
máne	mâne
mánegen	manigen
máneger	maniger
mánegera	manigere
mánegiu	manigiu
máneta	manete
mánige	manige
mánigem	manigem
mánigemo	manigeme
mánigen	manigen
mániger	maniger
mániguálten	manicvalten
mánig⸗ſláhtigen	manicslahtigen
mánlîcher	manlîcher
mánnan	mannen
mánnen	mannen
mánungo	manunge
mánſlahte	manslahte
mármorîne	marmorîne
mártere	martere
mártire	martere
mártiro	martere
mâchen	machen
mâchet	machet
mâchit	machete
mâcht	maht
mâchte	machete
mâchten	macheten
mâg	mac
mâgen	[mâgen]
mâgenkrefte	magenkrefte
mâgenkrêfte	magenkrefte
mâhte	mahte
mâhtlîchen	mahtlîchen
mâiſter	meister
mâi⸗ſter	meister
mâk	mac
mâleſ	mâles
mâlō	mâlen
mân	man
mânet	manet
mânē	mânen
mânige	manige
mâniger	maniger
mânik	manic
mâninne	mæninne
mânne	manne
mâno	mâne
mâno:	mâne
mânode	[mânôde]
mânt	manet
mântel	mandel
mâníge	manige
mârchten	markten
mâre	mære
mâreda	mærede
mâren	mæren
mârin	mæren
mârke	Marke
mârter	marter
mârtẏr	marter
mârtíre	martere
mârtýre	martere
mârîu	mæriu
mâzze	mâze
mâſon	mâsen
mâſvn	mâsen
mâ⸗genkrefte	magenkrefte
mâ⸗níge	manige
mã+ 1he	mâze
mã+ 1hen	mâzen
mähte	mæhte
mæRie	Merie
mæRien	Merîen
mæ\,ntage	mæntage
mæcht	mehte
mæchte	mehte
mæchtē	mehten
mægde	megede
mægdᵉ	megede
mæge	mâge
mægede	megede
mægedeburch	Mägedeburc
mægedin	magedîn
mæget	maget
mægetnlichen	magetlîchen
mæheten	macheten
mæhlicher	smæhelîcher
mæht	mehte
mæhte	mehte
mæhten	mehten
mæhtes	mehtes
mæhteſt	mehtest
mæhtic	mehtic
mæhtich	mehtic
mæhtig	mehtic
mæhtig͛	[!!]
mæhtin	[!!]
mæide	meide
mæinet	meinet
mæinræten	meinræten
mæinvnge	meinunge
mæist͛	meister
mæit	meit
mæiſt	meist
mæiſtris	meisteres
mæiſt͛	meister
mænchleich	mennegelîch
mændelzerrær	[!!]
mænegiv	menigiu
mænich	manic
mænige	manige
mænigen	menigen
mæniger	maniger
mænigeſ	manic
mænigiv	manigiu
mænik	manic
mænin	mæninne
mænine	mæninne
mænlich	mânlîchen
mænliche	manlîche
mænlichen	menlîchen
mænneclich	mannegelîch
mænniſchem	mennischem
mænníglich	mennegelich
mænníg⸗lich	mennegelich
mæntageſ	mæntages
mæntel	mendel
mæntelin	mendellîn
mæníchvalde	[!!]
mæníge	menige
mænígiv	manigiu
mænínne	mæninne
mænſchín	mânschîn
mærien	Merien
mærſ	mærs
mæte	mete
mætes	metes
mætzen	metzen
mæz	mez
mæzlich	mæzlîche
mæzze	mæze
mæzzich	mæzic
mæzzigen	mæzigen
mæíntæte	meintæte
mæînte	meinte
mæſſe	messe
mæſſenîe	messenîe
mæ̂htig	mehtic
mæ̂ntags	mântages
mæ̂r	mær
mæ̂re	mære
mæ̂rkchtē	merketen
mæ̂t	mete
mæ⸗getlicher	megetlîcher
mæ⸗itweſentem	meitwesendem
mæ⸗re	mære
mé	mêr
mégetliche	magetlîche
méinniſciniſ	mennischînes
méino	meine
méintaton	meintæten
mél	mel
méndent	mendent
méndit	mendet
ménige	menige
ménniſ	mennischen
ménniſcen	mennischen
ménniſchen	mennischen
ménniſco	mennische
ménniſcon	mennischen
ménniſken	mennischen
ménniſkon	mennischen
mérchenne	merkenne
mércin	merzen
mére	mere
méremanniu	meremenniu
métilſcaft	metelschaft
méz	mez
mézfuôra	mezvuore
mézhafti	mezhafte
mê	mêr
mêge	megen
mêgi	mege
mêgin	megen
mêgit	meget
mêhten	mehten
mêhtík	mehtic
mêige	meie
mêila	meile
mêile	meile
mêine	meine
mêinede	meinete
mêinen	meinen
mêinent	meinent
mêinet	meinet
mêineſ	meines
mêineſt	meinest
mêino	meine
mêinon	meinen
mêintate	meintæte
mêir	mer
mêit	meit
mêiſt	meist
mêiſte	meiste
mêiſter	meister
mêiſterſchaft	meisterschaft
mêiſto	meiste
mêiſton	meisten
mêiſtrinno	meisterinne
mênege	menige
mênige	menige
mêni⸗ge	menige
mênníſchen	mennischen
mênní⸗ſcheít	mennischheit
mêníge	menige
mêreN	mêren
mêres	meres
mêrevíſch	merevisch
mêris	meres
mêrken	merken
mêrre	mêre
mêzlichen	mæzlîchen
mêſtet	mestet
mêͣzlichen	mæzlîchen
mìch	mich
mí	deme
mích	mich
mích;	mich
míchel	michel
míchele	michele
míchelem	michelem
míchelen	michelen
mícheler	micheler
míchelero	michelere
mícheles	micheles
míchelme	michelme
mícheln	micheln
míchelon	michelen
míchels	michels
míchelêv	micheliu
míchelív	micheliu
míche⸗len	michelen
míchil	michel
míchilem	michelem
míchilen	michelen
míchiln	micheln
míchíl	michel
míchílen	michelen
mícten	mittechen
míd	mit
míddedag	mittetac
míde	mite
míden	mîden
mídet	[!!]
mídēne	[!!]
mídít	mîdet
míechel	michel
míede	mite
míeden	mieten
míedín	mietten
míet-hirte	miethirte
míete	miete
míeten	mieten
míeti	mite
míetkneht	mietkneht
míetmân	mietman
míetí	mite
míeſch	mies
míeſſe	[!!]
míe⸗lí	mîle
míh	mich
mílch	milch
mílche	milche
mílchſmalze	milchsmalze
mílde	milte
míldecheíde	milticheite
míldeclichen	milticlîchen
míldekeit	milticheit
mílden	milten
mílde⸗keit	milticheit
míldícheít	milticheit
míle	mîle
mílechſmalzes	milchsmalzes
mílen	mîlen
mílhevar	milchvar
mílhſmaltz	milchsmalz
mílich	milch
míliche	mileche
míllefolíū	--
míloh	milech
míloh:	milech
mílt	milt
mílte	milte
míltekeit	milticheit
mílten	[!!]
mílter	milter
míltē	milten
mílti	milte
míltide	miltede
míltíchlích	milticlîche
mílt͛	[!!]
mílwen	[!!]
mílích	milch
míl⸗dekeit	milticheit
míme	mîneme
mímetranc	minnetranc
mímēclichē	minniclîchen
mím͛	niemer
mín	mîn
mín:	mîn
mín;	mîn
mín\neliche	minnelîche
mínder	minner
míndir	minner
míndír	minner
mínd͛t	niendert
míne	mîne
mínecliche	minniclîche
míneioch	minnejoch
míneliche:	minnelîche
mínem	mînem
míneme	mîneme
mínen	mînen
míner	mîner
mínere	minnære
mínero	mînere
mínes	mînes
mínev	mîniu
mínez	mînes
míneſ	mînes
míneſtir	minnester
mínē	mînen
mínēclich	minniclich
mínēcliche	minniclîche
mínin	mînen
mínis	mînes
míniu	mîniu
míniv	mîniu
míniſ	mînes
mínlîcho	minnelîche
mínn	minne
mínna	minne
mínna:	minne
mínnan	minnen
mínnare	minnære
mínne	minne
mínnechleich	minniclîche
mínnechleíchen	minniclîchen
mínnechlich	minniclîche
mínnechlichen	minniclîchen
mínneclich	minniclîche
mínnecliche	minniclîche
mínneclichen	minniclîchen
mínnecliches	minniclîchez
mínneclichē	minniclîchen
mínneclich͛	minniclîcher
mínnecli⸗che	minniclîche
mínneclícher	minniclîcher
mínneclí⸗chen	minniclîchen
mínnecraft	minnekraft
mínnede	minnete
mínnefiw͛	minnenviure
mínnegeldes	minnegeltes
mínnegelte	minnegelte
mínnekliche	[!!]
mínneliche	minnelîche
mínnen	minnen
mínnenche	minniclîche
mínnenclich	minniclich
mínnencliche	minnicliche
mínnenclichen	minniclîchen
mínnenclicher	minniclîcher
mínnenclích	minniclich
mínnenclíche	minniclîche
mínnende	minnente
mínnendem	[!!]
mínnenden	minnenten
mínnent	minnent
mínnentote	minnentôte
mínner	minner
mínnere	minnære
mínnereht	minnereht
mínneren	minneren
mínnerin	minnærinne
mínnern	minnern
mínnerínne	minnærinne
mínnes	minnes
mínnet	minnet
mínnete	minnete
mínneten	minneten
mínnetot	minnetôt
mínnetoten	minnetôten
mínnetranc	minnetranc
mínnetranche	minnetranke
mínnetôd	minnetôt
mínnevíngerlin	minnevingerlîn
mínneſam	minnesam
mínneſame	minnesame
mínneſam͛	minnensamer
mínneſt	minnest
mínneſtem	[!!]
mínneſten	minnesten
mínneſíech	minnensiech
mínnē	minnen
mínnēclich	minniclîche
mínnēcliche	minniclîche
mínnēclichen	minniclîchen
mínnēclicher	minniclicher
mínnēclichē	minniclîchen
mínnēclích	minniclîche
mínnēt	minnent
mínneᵗ	minnet
mínne⸗clich	minniclich
mínne⸗rín	minnærinne
mínnir	minner
mínniſt	minnest
mínniſte	minneste
mínnī	mînen
mínno	minne
mínnon	minnen
mínnon:	minnen
mínnont	minnent
mínnot	minnete
mínnoſt	minnest
mínnr	minner
mínní	minne
mínnín	minnen
mínnínchlichín	minniclîchen
mínnír	minner
mínnít	minnet
mínníſtín	--
mínní̄	minnen
mínn͛	minner
mínn͛e	minnere
mínn͛n	minnern
mínn͛s	minners
mínn͛ín	minnærinne
mínorí	--
mínr	minner
mínre	minnere
mínren	minneren
mínret	[!!]
míns	mînes
mínt	minnete
mínte	minnete
mínten	minneten
mínuͥ	[!!]
mínv	mîniu
mínvͥ	mîniu
mínz	mînes
mínzen	minzen
mínzenſovge	minzensouge
mínzē	minzen
mínzzen	minzen
míníe	minne
míním	mînem
míníme	mîneme
mínín	mînen
mínír	mîner
mínís	mînes
míníu	mîniu
mínív	mîniu
míníſ	mînes
míníſten	minnesten
mínîv	mîniu
mínſ	mînes
mínſte	[!!]
mínſten	minnesten
mínſtē	minnesten
mínſſameſta	minnesameste
mín̄	mîn
mín͛	mîner
mín⸗en	mînen
mín⸗ne	minne
mín⸗neheízzem	[!!]
mín⸗nen	minnen
mín⸗ner	minner
mín⸗nerinne	minnærinne
mín⸗neríne	minnærinne
mín⸗nerínne	minnærinne
mín⸗neſte	minneste
mín⸗niſt	minnest
mír	mir
mír:	mir
mír;	mir
mírabílíſ	mirabilis
mírche	merke
mírchet	merket
mírke	merke
mírken	merken
mírket	merket
mírkín	merken
mírkít	merket
mírra	mirre
mírre	mirre
mírrebérge	mirreberge
mírren	mirren
mírrenbvſchel	[!!]
mírrē	mirren
mírron	mirren
mírrę̄	mirre
mír⸗ren	mirren
mít	mit
mítalle	mitalle
mítalli	mitalle
míte	mite
míte?	mite
mítel	mittel
míten	miten
míten:	mieten
mítepflicht	mitepfliht
míternaht	mitternaht
míteuuiſte	mitewiste
míteuuâre	mitewære
mítgenoz	[!!]
mítleidvnge	[!!]
mítlvnge	[!!]
mítt	mit
míttalle	mitalle
mítte	mite
míttechen	mittewochen
míttel	mittel
míttelidunge	mitelîdunge
mítteln	mitteln
míttelnEſchenbach	Mittelneschenbach
míttelôde	mittelôde
míttelſte	mittelez
míttem	mittem
míttemdage	mittentage
mítteme	mitteme
míttemtage	mittentage
mítten	mitten
míttendage	mittentage
míttene	mittene
míttentac	mittetage
míttern	mittern
mítternâht	mitternaht
míttewiſt	mitewist
míttewoche	mittewoche
míttewochen	mittewochen
míttewochē	mittewochen
míttewíſt	mitewist
míttē	mitten
míttichēs	mittewoche
míttirnacht	mitternaht
mítto	--
míttūt	--
míttíme	mitteme
míttín	mitten
míttíntac	mittentac
mítt͛	mitter
mítwurchen	mitewirkene
mítzſuͦmere	mittessumere
mítâlle	mitalle
mítí	mite
mítín	mettene
mítſamt	mitsament
mítſâmt	mitsament
míxture	mixtûre
míz	mittes
míſ	messe
míſchen	[!!]
míſelſuhte	miselsuhte
míſelſvhtik	miselsühtic
míſerícordíam	misericordiam
míſlichen	misselîchen
míſt	mist
míſtes	mistes
míſtirſchefte	meisterschefte
míſít	--
míſſe	messe
míſſebarte	missebârte
míſſeboran	misseboren
míſſedat	missetât
míſſedîvhte	missedûhte
míſſegat	missegât
míſſegínc	missegienc
míſſehagen	missehagen
míſſehelle	missehelle
míſſehellent	missehellent
míſſehelli	missehelle
míſſehellunge	missehellunge
míſſelíngen	misselingen
míſſelîche	misselîche
míſſen	messen
míſſetan	missetân
míſſetat	missetât
míſſetaᵉte	missetæte
míſſeten	missetætære
míſſeton	missetân
míſſetot	missetât
míſſetríwe	missetriuwe
míſſetrôſte	missetrôste
míſſetuͦt	missetuot
míſſetât	missetât
míſſevalle	missevalle
míſſevallent	missevallent
míſſevarn	missevarn
míſſewanc	missewanc
míſſewend	missewende
míſſewende	missewende
míſſewendich	missewentic
míſſezeme	missezæme
míſſeſcêhen	misseschehen
míſſeſprochen	missesprochen
míſſeſpríchet	missesprichet
míſſē	messen
míſſhellvnge	missehellunge
míſſiwêndigi	missewentige
míſſ̄	--
míſᶜe	--
míſ⸗ſe	messe
míſ⸗ſehellvnden	[!!]
míſ⸗ſetat	[!!]
míſ⸗ſewende	missewende
mí̄	men
mí̄ne	minne
mí̄neclich	minniclîche
mí̄neclichē	minniclîchen
mí̄neklich	[!!]
mí̄nen	minnen
mí̄nenden	[!!]
mí̄ner	minner
mí̄nerín	[!!]
mí̄net	minnet
mí̄nezeíchē	minnezeichen
mí̄neſam	minnesam
mí̄nē	[!!]
mí̄níte	minnete
mí̄ní̄	minnen
mí̄ſte	minneste
mí̄⸗nert	minnert
míͤn	mîn
mí⸗ne	mîne
mí⸗nem	mînem
mí⸗nen	mînen
mí⸗ner	mîner
mí⸗neſ	mînes
mí⸗nív	mîniu
mîch	mich
mîchilhohi	michelhoehe
mîet	mietet
mîete	miete
mîeten	mieten
mîh	mich
mîlte	milte
mîme	mîneme
mîna	mîne
mînemo	mîneme
mînero	mînere
mîneſ	mînes
mîne⸗mo	mîneme
mîniv	mîniu
mîniſ	mînes
mînna	minne
mînne	minne
mînnete	minnete
mînno	minne
mînív	mîniu
mînę	minae
mîn⸗dren	minneren
mîr	mir
mît	mit
mîte	mite
mîten	mieten
mîtterm	mitterm
mîſehâge	missehage
mîſ⸗ſetât	missetât
mî⸗niſ	mînes
móhte	mohte
móhten	mohten
móhton	mohten
mórgen⸗rôt	morgenrôt
mórtôde	mortôde
móſt	most
môchteſt	mohtest
môht	mohte
môhte	mohte
môhten	mohten
môrden	morden
